product,rating,price,img_url,brand,customer_say,gender,individual_review
adidas Mens Lightblaze,4.8,68.0,https://m.media-amazon.com/images/I/71rk3ZLyCsL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,Customers find these sneakers comfortable and of great quality.,Men,"Great fit, Great comfort, 10 out of 10 😉."
adidas Mens Lightblaze Glow,4.5,67.0,https://m.media-amazon.com/images/I/71re+othd9L._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,No summary available.,Men,"I do regular walks for my health, and normally use basketball sneakers because shoes in my size are rare. I wear a 17 US Mens, and that is not often found in other sneakers. Adidas actually made these in big sizes! I found no defects in the construction, or material of the shoes. The fit is very good, the ankle support is not there is you plan on using these for cross training. However when it comes to walking they are great. They are extremely light, I mean lighter than canvas sneakers while at the same time providing a lot more cushion. If you are not used to these types of walking shoes it does take a little bit of time to get used to. It literally feels like you are walking on a memory foam mattress at first. After a couple of days I started to break them in. They feel great on asphalt, concrete, gravel, and even some uneven terrain. The price was reasonable when compared to other walking shoes with similar padding and construction. If you want to take up walking I would recommend this pair."
adidas Mens Lite Racer 30,4.4,51.0,https://m.media-amazon.com/images/I/71cvRZf10FL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes comfortable, well-fitting, and attractive, with good value for money and a lightweight design. They receive positive feedback for their appearance and durability, though some report them falling apart after two months of wear. The material quality receives mixed reviews, with one customer noting poor inner sole material.",Men,"Bought these for my son, and they fit like a charm! They"
adidas Mens Lite Racer 40,4.5,42.0,https://m.media-amazon.com/images/I/71+BgZXAcLL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, well-priced, and lightweight, with a perfect fit and good quality. They appreciate the nice color, and one customer mentions they aren't painful to break in.",Men,Super comfortable!They are the correct size. They are great for a long walk.I do recommend them
adidas Mens Pureboost 5,4.4,76.0,https://m.media-amazon.com/images/I/51jyim9C4gL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these running sneakers comfortable, well-fitting, and stylish, with good value for money. They appreciate the quality, with one customer noting they're better than Nike Lunar shoes, and another mentioning they provide extra bounce. The cushioning and durability receive mixed feedback - while some customers say their feet feel fine, others report rubbing issues, and while many say they hold up well, one customer mentions issues with side seams.",Men,"Quality is Awesome!! Color is fabulous!! Lightweight, very comfortable! Foot support, very comfortable!!"
adidas Mens Racer TR23,4.5,55.0,https://m.media-amazon.com/images/I/51H+-1ORqRL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, lightweight, and true to size. They are ideal for exercising and everyday wear, with one customer noting they lasted through an entire school year. Customers appreciate their good looks and consider them great value for money.",Men,"These are comfortable shoes. This is the 3rd pair of the TR series, and they all fit well and appropriately for the size. I am a HS principal and wear these on game day because they provide enough support to walk/stand in all day. I am happy with how Adidas shoes fit and their quality."
adidas Mens Racer Tr23,4.6,54.0,https://m.media-amazon.com/images/I/71TU8HBorhL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, well-made, and lightweight, with good value for money. They appreciate the fit, with one customer noting the generous toe box, and the style receives positive feedback for its good Adidas quality look. The durability receives mixed reviews - while some customers find them durable, others report they rip after about two months of use. Customers disagree on the sizing accuracy.",Men,Love these sneakers. Very comfortable. I
adidas Mens Response,4.6,60.0,https://m.media-amazon.com/images/I/71yP5h9-+kL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes to be of good quality, comfortable, and offer good value for money. The design receives positive feedback. Regarding fit and color, while some customers say they fit great and like the color, others find them too tight and note that the actual color doesn't match the picture shown.",Men,"Sneakers for running or for daily use, super comfortable, for walking their sole is soft and their finishes are perfect, true to size, recommended adidas original for its quality and price... Delighted!!"
adidas Mens Run 70s 20,4.2,64.0,https://m.media-amazon.com/images/I/71mk-Fh0U1L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes stylish and comfortable, with a perfect fit. They love the color, and one customer mentions they look better in person than in photos. However, customers disagree on the sizing, with some finding them too big.",Men,"Perfect fit and great looks, one of my favourite"
adidas Mens Run 72,4.2,70.0,https://m.media-amazon.com/images/I/71neYBYEF1L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, stylish with retro looks, and appreciate their perfect fit and lightweight design. However, the shoe quality receives mixed feedback, with some describing them as high quality while others find them poor. Moreover, several customers note that the size runs small and the shoes are noisy. Additionally, the material quality receives negative feedback, with one customer describing it as cheap.",Men,Great shoes. Comfy and cute.
adidas Mens Run 80s,4.6,51.0,https://m.media-amazon.com/images/I/81sHtbr7bnL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, well-built, and stylish, with one noting they perfectly blend classic 80s style. The shoes receive positive feedback for their color and retro vibe, and customers consider them good value for money. Regarding fit and size, while some find them true to size, others report they run very small.",Men,"Comfy, super durable, breathable, great buy for the money."
adidas Mens Run 84,4.4,57.0,https://m.media-amazon.com/images/I/71l-Nf9dRFL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, with one mentioning the Cloudfoam comfort padding, and appreciate their good looks and value for money. The shoes receive positive feedback for their quality and feel, with customers loving the color. Regarding sizing, while some find them true to size, others report they run a bit small.",Men,"These Adidas shoes are fantastic! They are comfortable, stylish, and perfect for everyday wear or workouts. The quality is excellent, and they fit true to size. I’ve gotten so many compliments while wearing them — definitely worth it. Highly recommend for anyone looking for both comfort and performance!"
adidas Mens Run Falcon 30,4.5,41.0,https://m.media-amazon.com/images/I/713kazUcUaL._AC_SX395_SY395_QL70_ML2_.jpg,Adidas,"Customers find these running shoes comfortable, with one noting they don't hurt their feet, and appreciate their quality and appearance. The shoes are versatile, working well for walking, gym use, and running, and are praised for their lightweight design and cushioning. Customers consider them good value for money and like their fit, with one mentioning they accommodate wide feet well.",Men,"Fit runs a little large but a comfortable shoe. Well constructed, as one would expect from Adidas."
adidas Mens Run Falcon 5,4.4,,https://m.media-amazon.com/images/I/71DZ2p2173L._AC_SX395_SY395_QL70_ML2_.jpg https://m.media-amazon.com/images/I/71h9c+d+zZL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas Adidas,"Customers find these running shoes comfortable, well-made, and good value for money, with great arch support and a nice look. The fit and sizing receive mixed feedback - while some find them perfect, others note they run narrow and are not true wide shoes. Durability is also mixed, with some saying they hold up well while others report them falling apart quickly. No summary available.",Men Men,Very comfortable very good to run with crypto Road flexibility and qualities. The fit in color was amazing. Adidas makes a good item. I recommend Adidas shoes for all runners especially those over the age of 50 you get your miles and worth out of them and they’re very comfortable.
adidas Mens Runfalcon 20,4.6,45.0,https://m.media-amazon.com/images/I/71efu9jBa8L._AC_SX395_SY395_QL70_ML2_.jpg,Adidas,"Customers find these running shoes comfortable, well-made, and appreciate their yellow and black combination that stands out. They are lightweight and offer good value for money, with one customer noting the toe box provides extra room. Customers disagree on the sizing, with some finding them too small. While some customers say they last longer than other shoes, others report them wearing out quickly.",Men,"I don’t write reviews often but I’m hoping this helps someone find what they are looking for.I’ve done thousands of miles of hiking, running walking, etc. worn many different types of boots and shoes, I’m ex military, blue collar type work all my life. needless to say I’ve been hard on my body, especially my feet and I take care of my feet now more than ever as I want to continue to do that for the coming decades. I’m very active and Bought these as I wanted to add running to atleast 1-2 days a week. Delivered last night, they fit perfect to size, and very comfortable. I strapped them on at 630 this morning and ran 8 miles at just under 9min pace. My feet feel great, they felt great while I was running also. Now I’ve never slid into a 150$ pair of running shoes, but at less than 40$ these are excellent. Do yourself a favor and buy these while they are on sale."
adidas Mens Samoa Retro,4.6,55.0,https://m.media-amazon.com/images/I/71lg-zMrO1L._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these retro sneakers to be of great quality, stylish, and comfortable, with one customer noting they can wear them all day. The shoes provide good arch support and are durable, holding up well over time. While some customers say they fit well, others find them very narrow. Customers consider them a great value and appreciate their retro style.",Men,A bit narrow but otherwise great product. Beautiful and high quality product at a good price.
adidas Mens Supernova 3,4.4,55.0,https://m.media-amazon.com/images/I/81IUTXE8j5L._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, well-made, and true to size, appreciating their lightweight design and good value for money. They are suitable for various activities, with one customer noting they can walk miles in them, and another mentioning they're great for light sports activities. The durability receives mixed feedback, with some saying they last a long time while others report issues with squeaky sounds.",Men,I bought these shoes for work and they were super comfortable and lasted for a long time. Would buy them again
adidas Mens Supernova Ease,4.0,,https://m.media-amazon.com/images/I/41P2IHNxY4L._AC_SY395_SX395_QL70_FMwebp_.jpg https://m.media-amazon.com/images/I/61Pf3EspfQL._AC_SX395_SY395_QL70_ML2_.jpg,Adidas Adidas,"Customers find these running sneakers comfortable. However, the size receives mixed feedback, with several customers noting they run narrow. No summary available.",Men Men,At this point in my life. I
adidas Mens Supernova Prima,4.6,85.0,https://m.media-amazon.com/images/I/51EGtwp23oL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,No summary available.,Men,"Fantastic shoe...I bought these having never worn Adidas running shoes. I did have an Adidas hiking shoe that was indestructible, but eventually wore out. I have been wearing Nike Pegasus for years. The Pegasus fit and feel is great, especially for a narrow foot. Price had become too costly, like most shoes. So after some time watching and reading reviews, I took a gamble on the Supernova Prima. Only a few days in to wearing, I have zero complaints. They feel like plush toys. Mind you, I walk; very little running, no high mileage, etc. just day to day wearing to work and for exercise.They are lightweight, and roomier than the Pegasus in the forefoot. I should also point out that they probably run a half size bigger. I wear a men"
adidas Mens Swift Run 22,4.3,33.0,https://m.media-amazon.com/images/I/71sGuvRJNuL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, decent in quality, and good value for money, with one customer noting they look like lace-ups. The fit and size receive mixed feedback - while some find them perfect, others say they're too narrow for their feet. Moreover, the ease of putting them on is a concern, with customers mentioning they take all day to get on and are hard to slip into. The feel is also mixed, with some praising the amazing feel while others report a weird sensation.",Men,Made of good quality material. Good fit for my feet. Very comfortable to wear. Nice style and good look.
adidas Mens Swift Run Gymnastics,4.5,81.0,https://m.media-amazon.com/images/I/81jRMMC3u4L._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, easy to put on and off, and appreciate their correct size and light weight. They receive positive feedback for their quality, appearance, and value for money. The arch support receives mixed reviews.",Men,The most comfortable shoes I
adidas Mens Terrex Anylander Hiking,4.5,54.0,https://m.media-amazon.com/images/I/71gnSKe6fkL._AC_SY395_SX395_QL70_ML2_.jpg,Adidas,"Customers find these hiking shoes well-made and comfortable, with a true-to-size fit and unbeatable grip on rocky or slippery terrain. They are durable, with one customer noting they're tough enough for trail walking, and another mentioning they're great for long hikes in dry dirt. Customers appreciate the style and consider them good value for money.",Men,Great comfortable shoe. True to size. I use these for softball. Tired of my feet hurting in cleats and turf shoes. These are comfy and supportive and give me all the traction I need to play outfield or infield.
adidas Mens Terrex Free 2 Low Gtx Hiking,4.1,91.0,https://m.media-amazon.com/images/I/51hGCbZP-cL._AC_SY395_SX395_QL70_ML2_.jpg,Adidas,"Customers find these hiking shoes comfortable, well-made, and durable, with one customer noting they perform well on various terrains. They provide good support, with one review mentioning confidence on loose rocks and uneven surfaces, and offer great grip and traction. While some customers find them true to size, others report they run too big, and customers disagree on the weight.",Men,"I am absolutely delighted with my new Adidas hiking shoes, which I purchased specifically for a recent hiking trip to Estes Park, Colorado. From the moment I laced them up, I knew these shoes were going to be a game-changer, and they certainly proved their worth on the challenging trails.My primary requirements for hiking footwear are comfort and support, and these Adidas shoes delivered outstandingly on both fronts. The cushioning provides excellent comfort, absorbing the impact of each step, while the robust construction offers superior ankle and arch support, which is crucial for long days on the trail. One small note on sizing: I found that the sizing was a bit off, and I actually had to size down to get the perfect fit.I put these shoes through an extensive test, hiking between 8 and 11 miles each day through the rugged and rocky terrain of Estes Park. Despite the demanding conditions, my feet remained comfortable and well-protected. There was no slipping, rubbing, or discomfort, even after many hours of continuous use. The grip on the soles was exceptional, providing confidence on loose rocks and uneven surfaces.These shoes truly stood up to the challenge, proving to be incredibly durable and reliable. They not only protected my feet from the harsh ground but also contributed significantly to my overall enjoyment and stamina during the hikes.Overall, if you"
adidas Mens Terrex Soulstride,4.6,53.0,https://m.media-amazon.com/images/I/71RVZQfDz6L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these trail running shoes to be of top quality, comfortable, and well-fitting, with amazing design and good traction. The arch support receives mixed feedback, with several customers noting it's very rigid near the arch. Durability is also mixed, with some customers finding them durable while others report issues. Several customers mention the shoes run a bit big.",Men,"Great fit for my little guy, very comfortable, had amazing grip. Top quality overall"
adidas Mens Terrex Soulstride Flow,4.5,84.0,https://m.media-amazon.com/images/I/516XYOh-rxL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes well-built and appreciate their style and value for money. The comfort and fit receive mixed feedback, with some finding them comfortable while others say they're not the most comfortable and too narrow. The grip and cushioning also get mixed reviews.",Men,"As per recommended sizing from Amazon perfect fit. They wrap nicely your feet, comfy cushioning and great grip, I"
adidas Mens Terrex Tracefinder,4.3,71.0,https://m.media-amazon.com/images/I/41jrZQJXJ3L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes comfortable, well-made, and stylish, with a great fit and good value for money. However, the durability receives mixed feedback, with some finding them solid while others say they're not as durable as expected. Moreover, customers report that the shoes make a squeaky sound and run slightly small.",Men,"I absolutely love these sneakers! The color is great, and they’re super comfortable. I’ve used them for my daily walks, hiking, and even took them on vacation to Puerto Rico—they held up perfectly. I sometimes jog in them too, and they still feel supportive and comfortable. A versatile pair of shoes that work well for just about everything. Highly recommend!"
adidas Mens Ultraboost 10,4.4,180.0,https://m.media-amazon.com/images/I/71ljZ6ZzfxL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes comfortable, well-made, and nice-looking, offering great value for money. The fit and sizing receive mixed feedback - while some find them a good fit, others note they run very small and are very narrow. The durability is also mixed, with some saying they last a long time while others report them falling apart. The cushioning receives mixed reviews, with some finding them soft while others say the soles are very hard.",Men,"This is my second pair of Adidas Ultra Boost DNA shoes and I hope it never gets discontinued!All I can say is Adidas really hit the ballpark with this shoe. I’ve never worn a shoe as multifunctional and durable as Ultra boost DNA.✅Stylish for casual wearing✅Comfortable for traveling✅Walking and running sprintsMy first pair lasted about 2 years. It was the pair of shoes I used to travel, walk, and simply wear for an everyday casual wearing. Just on the walking part alone I put no less than 500 miles.I slip in these when I travel. I can literally wear them for multiple days without worry my feet would eventually start to hurt. Trust me I’ve done 24+ itineraries there’s no other shoe that can match these in comfort. It looks stylish and slick, they never seem out of place.They are soft but will keep you grounded. If you prone to getting your ankles sprained these shoes are perfect. Both, toe box and heel are wide and will keep your ankles from accidentally twisting one way or another."
adidas Mens Ultraboost 22,4.6,150.0,https://m.media-amazon.com/images/I/61aXSkFNTUL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes comfortable, with one noting a significant difference in soreness, and appreciate their support for people with foot pain. The shoes receive positive feedback for their fit, style, cushioning, and value for money, with one customer specifically mentioning they're good for wide feet and flat feet. While customers consider them suitable for everyday walking, opinions about their sturdiness are mixed.",Men,"I picked up the Ultraboost 22 mainly for jogging, and they"
adidas Mens Ultraboost 22 Heatrdy ShoesRunning,4.6,60.0,https://m.media-amazon.com/images/I/61Q+wg77J5L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes comfortable, well-engineered, and great for both running and everyday wear. The style receives positive feedback, with customers loving the look. Customers disagree on the fit, with some finding them tight around the ankle and not suitable for wide feet. The color receives mixed reviews, with some loving the color while others note the plastic aspects are an awful yellow color. Customers disagree on the value for money and weight, with some describing them as lightweight while others find them noticeably heavy.",Men,Very comfortable shoes. true to size
adidas Mens Ultraboost 23,4.3,90.0,https://m.media-amazon.com/images/I/71+dkewAQJL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes comfortable and well-fitting, with one mentioning they are great for those with wide feet. They receive positive feedback for their quality, with one customer noting they're great for working out, and customers appreciate their soft feel. Customers also consider them good value for money.",Men,"This is a great shoe overall, but a little stiffer midsole than the UltraBoost 22. I would recommend ordering a half size down because these really fit best if they’re a little snug, otherwise your foot is likely to slide around a bit in the shoe. I’m not a runner, so I can’t comment on it’s abilities as a running shoe, but it is definitely more comfortable than most shoes. I personally prefer the softer Boost formulas, but still like the feel of these on feet."
adidas Mens Ultraboost 5,4.3,111.0,https://m.media-amazon.com/images/I/71TxZeknwjL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these shoes comfortable, well-made, and appreciate their color and feel. They consider them worth the money. However, the durability receives mixed feedback - while some customers report great durability, others mention issues with the shoes breaking apart.",Men,"Great shoes, I bought them for everyday and also something I could run a spartan race in and well worth the money, comfy and durableThey also add an inch to your height, which took some time to get used to haha"
adidas Mens Ultraboost 5X,4.1,,https://m.media-amazon.com/images/I/61tcXJbukBL._AC_SY395_SX395_QL70_ML2_.jpg https://m.media-amazon.com/images/I/4146U9wlRZL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas Adidas,"Customers find these running shoes comfortable, great-looking, and appreciate their cushioning. The fit receives mixed feedback, with some finding them larger than expected while others report typical sizes being too big. Moreover, durability is a concern as they start falling apart and last less than a year. Additionally, arch support and ankle pain are issues, with customers noting insufficient arch support and one mentioning they're terrible for people with ankle issues. Customers find these running shoes comfortable, great-looking, and appreciate their cushioning. The fit receives mixed feedback, with some finding them larger than expected while others report typical sizes being too big. Moreover, durability is a concern as they start falling apart and last less than a year. Additionally, arch support and ankle pain are issues, with customers noting insufficient arch support and one mentioning they're terrible for people with ankle issues.",Men Men,True to size. Good for short runs. 5 miles or less. The foam is not very soft. Good day to day shoes. Very comfortable with no chafing of the ankles.
adidas Mens Ultraboost Light,4.4,57.0,https://m.media-amazon.com/images/I/71byI7vOrjL._AC_SX395_SY395_QL70_ML2_.jpg,Adidas,"Customers find these running shoes comfortable, great for walking and running, and appreciate their lightweight feel, with one customer noting they're excellent for standing all day at work. The shoes receive positive feedback for their style and quality, though opinions about durability are mixed, with some saying they hold up well while others find them not as durable as expected. Customers disagree on the fit, with some finding them great while others say they're too tight, and while some consider them good value for money, others find them too expensive.",Men,These got good reviews in a running magazine and they were spot on. I’m a larger guy but these have a great amount of support. Made well and by far the best running shoes I’ve ever owned.
adidas Mens Ultrabounce,4.5,52.0,https://m.media-amazon.com/images/I/51X0WrofCTL._AC_SY395_SX395_QL70_ML2_.jpg,Adidas,"Customers find these running shoes comfortable and true to size, with amazing cushioning and a great look. They are particularly good for walking and exercise, and one customer mentions they're ideal for mowing and yard work. The durability receives mixed feedback - while some find them durable, others report they fell apart within two months. The fit is also mixed, with some finding them nice while others note they're not wide enough.",Men,These are my favorite shoes right now. They are comfortable and hold up well throughout the day. I get the men’s because they seem wider and more supportive than the women’s.
adidas Mens Ultrabounce 5,4.6,49.0,https://m.media-amazon.com/images/I/51wKzB+bqVL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these running sneakers comfortable, lightweight, and well-fitting, with excellent cushioning that feels amazing. They appreciate the shoes' support, with one customer noting they're great for long runs, and consider them good value for the price.",Men,"Super comfortable and lightweight! Great support for long runs and daily workouts. The fit is true to size, and the cushioning feels amazing. Stylish design, too. My feet stay cool and pain-free. Definitely a solid choice for runners!"
adidas Mens Ultradream DNA,4.5,67.0,https://m.media-amazon.com/images/I/71UmLJnEA0L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, well-fitting, and good value for money, with one customer noting the wider toe box and another mentioning the flexible fit around the foot. The shoes receive positive feedback for their appearance and lightweight design, and customers appreciate their quality as walking shoes. The support and durability aspects receive mixed reviews - while some customers find them excellent, others report issues with holes developing in the shoes.",Men,"Very comfortable, better stability than ultraboost but still has good padding. Toe box is wider than normal shoes which is very nice. Good quality and appears as expected. This is my second pair. Fits my insoles for plantar fascitis very well which is the biggest plus for me"
adidas Mens Vl Court 30,4.6,50.0,https://m.media-amazon.com/images/I/412+6uNU4sL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers to be of great Adidas quality, comfortable, and true to size, particularly suitable for people with wide feet. They appreciate the style, color, and value for money, with one customer noting they're very similar in style without the price tag. The durability and leather material receive mixed feedback - while some praise the leather, others point out that the material is actually faux leather, and some report the shoes coming apart after three months of use.",Men,"Husband loved the color and style. Very comfortable, runs true to size."
adidas Mens XPLR Boost,4.5,60.0,https://m.media-amazon.com/images/I/71TosGR-BqL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these shoes comfortable, well-made, and stylish, with good cushioning and soft, flexible top fabric. They offer good value for money and run slightly large. Customers disagree on the shoes' weight, with some finding them lightweight while others consider them heavy for running.",Men,COZY. PERIOD. I have a club foot and don
adidas Mens XPLR Path,4.6,,https://m.media-amazon.com/images/I/71YjNZvo3xL._AC_SX395_SY395_QL70_FMwebp_.jpg https://m.media-amazon.com/images/I/71Z3zWK7TML._AC_SX395_SY395_QL70_ML2_.jpg,Adidas Adidas,"Customers find these running shoes comfortable, well-made, and lightweight, with one noting they don't look oversized on their feet. They appreciate the great appearance and consider them good value for money. The size receives mixed feedback, with some finding them perfect while others say they run small. Durability is also mixed, with some finding them durable while others report the fabric ripping. Customers find these shoes comfortable and consider them good value for money. The sizing receives mixed feedback, with one customer noting they run large.",Men Men,"Very comfortable and stylish shoes. This is my first pair of the X PRL Path sneakers but I am very happy with the quality and fit.The cloud foam is very soft and comfortable on your feet when walking and standing. They are very light weight, durable and slip resistant. They do seem to be more narrow than my other shoes but thankfully they still fit me perfectly. I wear size 11 and they do fit to size length wise.I purchased these shoes in Black/Lucid Lemon and I absolutely love the bold Yellow color. It"
adidas Originals Mens 70s 20,4.5,42.0,https://m.media-amazon.com/images/I/71iborgCbHL._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers well-made, comfortable, and stylish. The fit and sizing receive mixed feedback - while some say they're true to size, others mention the 8.5 size runs a bit tight at first.",Men,I love these so far. First day with them.From what I can tell they are an Adidas entry into the lifestyle shoe trend and borrow styling from 1970
adidas Originals Mens Samoa,4.6,65.0,https://m.media-amazon.com/images/I/812b5KXU1XL._AC_SX395_SY395_QL70_ML2_.jpg,Adidas,"Customers find these shoes to be of great quality, comfortable, stylish, and durable, with one customer noting they're a classic Adidas trainer. Moreover, they consider them an excellent value for money. However, the fit receives mixed feedback, with several customers noting they run small and very narrow. Additionally, the heel slippage is also mixed, with one customer reporting issues with it sliding in and out.",Men,"Nice shoes, the size its perfect, i usually fit 8.5, and buy this en 8.5 and fit perfect.The material its very good, good confort and nice design.The product arrive perfect with tags.The only thing the box come damage, i say this because many people buy for gift, and its important the box, thats not my case.Full recomended"
adidas Originals Womens Adilette Slide,4.4,45.0,https://m.media-amazon.com/images/I/71jB5sz1qHL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sandals comfortable, good-looking, and amazing for their price, with good quality and cushioning in the soles. However, the fit receives mixed feedback, with some finding them perfect while others say they run narrow. Moreover, durability is also mixed, with some saying they hold up great while others report them falling apart after few wears. Additionally, the size receives negative feedback, with customers noting they run bigger than expected.",Women,"I remember seeing these as a kid on my friend and some adults and thought to try them, I was a fan of Adidas as I loved the originals sneakers collection and one of my teachers had spoke about how the shoe felt like indoor cleats, I thought to finally try them.A great pair of shoes especially for the money, I probably wore these shoes over a thousand times too, to the point where there were holes and I had to get rid of them a few weeks ago. My first reaction when I got the shoes was that they were very light, at first you kind of have to break them in. They may seem a bit snug and may hurt a little bit. Perhaps it hurted me more than others because I have flat feet. After a week when you break them in, they sort of shape to your feet. It will feel comfortable and you"
adidas Originals Womens Terrex Tracefinder,4.1,64.0,https://m.media-amazon.com/images/I/71QHf+7uYpL._AC_SY395_SX395_QL70_ML2_.jpg,Adidas,"Customers find these trail running shoes comfortable with no blisters and appreciate their durability, with one customer noting they held up through 15K of mud. The shoes offer good grip on gravelly trails and no slipping issues during tours, while also receiving positive feedback for their style and accurate sizing. The arch support receives mixed reviews, with some customers finding it supportive for long days.",Women,"Why did you pick this product vs others?:I chose these specifically for a Tough Mudder 15K. I needed something lightweight, trail-ready, and supportive enough for hours of running, climbing, and wading through deep mud — and they delivered big time.I absolutely adore these shoes. They held up through 15K of mud, water, obstacles, and nonstop movement. I was knee-deep in 2.5 feet of mud for much of the race, and not once did they slip, rub, or make my feet ache. The tread was fantastic for trail grip, and the arch support was just as good as what I get from my Danskos or Brooks — which I wear daily at my hospital job where I’m on my feet for 8+ hours.These didn’t just survive the course — they thrived on it. No blisters, no soreness, and they cleaned up surprisingly well post-race. Highly recommend for anyone doing obstacle races, trail runs, or just needing a solid, supportive shoe for long days."
adidas Toddler Boys Runfalcon 5 Slip On Casual Black,4.6,46.0,https://m.media-amazon.com/images/I/71I8qdgj-hL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers comfortable, easy to put on, and great for busy toddlers, with one customer noting they're ideal for school activities and playground time. The shoes receive positive feedback for their quality, style, and value for money. Customers disagree on whether they run true to size, and while some say they hold up well, others report durability issues.",Unisex,Waited a while to write this review to see how the shows would hold up. Great shoe for busy toddlers! No breakdown and still look new after weeks of wearing. True to size. No complaints of discomfort from our toddler.
adidas UnisexAdult NCAA 2526 Team Alphaboost V2,4.0,37.0,https://m.media-amazon.com/images/I/71ngUa-Nm9L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,No summary available.,Unisex,Yes I love them thanks
adidas UnisexAdult Pureboost 22,4.4,50.0,https://m.media-amazon.com/images/I/81cZiJAQV8L._AC_SX395_SY395_QL70_ML2_.jpg,Adidas,Customers find these running shoes comfortable and durable. The fit receives mixed feedback from customers.,Unisex,Very comfy sneakers!
adidas UnisexAdult Turnaround,4.4,38.0,https://m.media-amazon.com/images/I/51w2Je4wspL._AC_SY395_SX395_QL70_ML2_.jpg,Adidas,"Customers find these sneakers comfortable and stylish. They appreciate the quality, with one customer noting they are very well made. The shoes fit well, with one mentioning they run wide.",Unisex,Comfortable and stylish
adidas UnisexAdult Vulcraid3r Slip on,3.9,46.0,https://m.media-amazon.com/images/I/61knFFMGQSL._AC_SX395_SY395_QL70_FMwebp_.jpg,Adidas,"Customers find these running shoes to be of good quality and worth their price. However, the fit receives negative feedback, with customers noting they run very narrow and are uncomfortable. Moreover, durability is a concern as the insoles fall apart after just one month of use. Additionally, customers have mixed opinions about the shoes' appearance, with some saying they look great while others disagree. The constriction and heel stability aspects also receive mixed reviews.",Unisex,"Great shoe - not sure if I would label this a running shoe...maybe a walking shoe. Casual. I normally fit 10.5 and needed to get an 11, but worth the price."
adidas UnisexChild Duramo Sl 2 Elastic Lace Strap,4.7,34.0,https://m.media-amazon.com/images/I/714wy9W8GsL._AC_SX395_SY395_QL70_ML2_.jpg,Adidas,No summary available.,Unisex,"Got these for my 5 year old son and he loves them! They fit great, and he can easily slip them on and off himself!"
adidas UnisexChild Duramo Sl Elastic Lace,4.7,50.0,https://m.media-amazon.com/images/I/612ppN9uH8L._AC_SY395_SX395_QL70_FMwebp_.jpg,Adidas,"Customers find these sneakers to be of good quality, comfortable, and cute in appearance. They are easy to put on, and one customer mentions they don't show any wear. The fit and value for money receive mixed feedback - while some say they fit perfectly and are great for the price, others find them too tight in the lace area.",Unisex,I was worried they would fit my son who has wider feet. But they fit well and are cute and seem comfortable for him.
